"STUDYID","StudySpecies","USUBJID","Treatment","TreatmentDose","TRTDOSrank","MISTRESC","Count","SPECIES","Present"
"PDS2014","PDS2014 (RAT)","PDS2014-0145","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0145","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0145","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0145","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0145","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0145","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0146","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0146","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0146","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0146","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0146","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0146","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0147","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0147","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0147","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0147","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0147","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0147","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0148","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0148","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0148","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0148","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0148","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0148","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0149","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0149","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0149","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0149","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0149","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0149","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0150","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0150","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0150","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0150","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0150","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0150","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 200 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0161","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0161","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0161","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0161","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0161","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0161","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0162","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0162","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0162","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0162","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0162","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0162","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0163","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0163","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0163","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0163","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0163","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0164","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0164","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0164","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0164","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0164","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0164","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0165","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0165","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0165","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0165","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0165","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0165","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0166","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0166","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0166","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0166","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0166","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0166","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0167","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0167","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0167","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0167","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0167","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0167","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0168","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0168","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0168","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0168","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0168","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0168","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0169","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0169","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0169","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0169","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Normal",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0169","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0169","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0170","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0170","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0170","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0170","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0170","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"PDS2014","PDS2014 (RAT)","PDS2014-0170","PDS-FAKEDRUG-111","PDS-FAKEDRUG-111 400 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001499","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001499","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001499","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001499","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001499","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001499","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001499","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001500","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001500","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001500","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001500","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001500","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001500","Vehicle Control","Vehicle Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001504","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001504","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001504","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001504","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001504","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001504","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001505","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001505","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001505","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001505","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001505","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001505","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001505","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001508","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001508","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001508","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001508","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001508","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001508","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001508","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001511","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001511","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001511","Negative Control","Negative Control 0 mg/kg","Vehicle","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001511","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001511","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001511","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001513","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001513","Negative Control","Negative Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001513","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001513","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001513","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001513","Negative Control","Negative Control 0 mg/kg","Vehicle","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001515","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001515","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001515","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001515","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001515","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001515","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001515","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001517","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001517","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001517","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001517","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001517","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001517","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001517","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001520","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001520","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001520","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001520","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001520","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001520","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001520","XYZ-12345","XYZ-12345 6 mg/kg","Treatment LD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001521","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001521","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001521","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001521","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Normal",0,"RAT",0
"GLP003","GLP003 (RAT)","107001521","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001521","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001521","XYZ-12345","XYZ-12345 20 mg/kg","Treatment MD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001522","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001522","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001522","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001522","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001522","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Inflammation",0,"RAT",0
"GLP003","GLP003 (RAT)","107001522","XYZ-12345","XYZ-12345 60 mg/kg","Treatment HD","Vacuolization",0,"RAT",0
"GLP003","GLP003 (RAT)","107001525","Negative Control","Negative Control 0 mg/kg","Vehicle","Aggregates",0,"RAT",0
"GLP003","GLP003 (RAT)","107001525","Negative Control","Negative Control 0 mg/kg","Vehicle","Infiltration",0,"RAT",0
"GLP003","GLP003 (RAT)","107001525","Negative Control","Negative Control 0 mg/kg","Vehicle","Necrosis",0,"RAT",0
"GLP003","GLP003 (RAT)","107001525","Negative Control","Negative Control 0 mg/kg","Vehicle","Hypertrophy",0,"RAT",0
"GLP003","GLP003 (RAT)","107001525","Negative Control","Negative Control 0 mg/kg","Vehicle","Inflammation",0,"RAT",0
